N,P,K,temperature,humidity,pH,rainfall,state,crop
82.0,40.0,45.0,26.74640261,79.97225232,5.02071423,296.3395103,Haryana,spongegourd
88.0,46.0,37.0,23.6836793,56.05442066,6.74219272,185.65898308,Uttarakhand,longmelon
100.0,36.0,25.0,22.74757013,65.17000995,7.34116435,247.07206806,Rajasthan,blackpepper
98.0,37.0,37.0,22.46406793,61.88498302,6.89998086,186.18168463,Telangana,betalleaves
74.0,49.0,17.0,25.75851971,59.11126476,5.65808952,197.63529156,Uttarakhand,spinach
64.0,49.0,35.0,23.15331401,77.89905609,6.02501449,182.9530376,Chhattisgarh,lemon
98.0,40.0,17.0,22.26178656,72.24886201,5.92326461,118.795888,Sikkim,brokenrice
77.0,37.0,31.0,18.52025192,70.62886476,7.26634405,107.26205148,Gujarat,wood
80.0,45.0,30.0,18.09561011,76.78786728,5.065595,272.66869319,Odisha,cauliflower
88.0,48.0,39.0,23.9634719,60.65532545,6.11439072,291.30355135,Andhra Pradesh,ashgourd
80.0,51.0,40.0,19.40954997,78.80069844,6.79150389,62.05865699,Kerala,rajgir
93.0,58.0,33.0,26.97230408,79.22728791,6.67446584,145.23011682,West Bengal,hybridcumbu
83.0,48.0,32.0,26.59825514,78.17474146,5.4144815,213.14094837,Gujarat,brokenrice
95.0,43.0,26.0,26.81240843,82.10858756,5.82877255,217.3641232,Punjab,horsegram
83.0,53.0,37.0,21.43486791,71.05458494,6.68179434,109.41995727,Chhattisgarh,coconutoil
95.0,48.0,25.0,25.0265942,62.97687174,5.56199854,215.11552908,Nagaland,chanadal
95.0,42.0,20.0,23.26213417,72.20832863,7.62420076,152.1208185,Mizoram,fish
95.0,52.0,45.0,20.14864974,61.58936887,7.57933846,219.30262505,Rajasthan,frenchbeans
85.0,44.0,33.0,18.8936629,63.00194236,5.08296353,196.52203532,Madhya Pradesh,banana
70.0,36.0,22.0,21.01373766,68.58483016,6.95525573,164.55637792,Andhra Pradesh,rubber
68.0,46.0,31.0,21.83162428,62.01930997,7.34296964,165.41157029,Karnataka,jute
92.0,44.0,29.0,22.30196333,73.2280669,7.36045536,135.55438407,Uttarakhand,pigeonpeas
83.0,41.0,37.0,20.94088954,83.82904332,5.77592971,214.26229072,Odisha,tobacco
78.0,52.0,15.0,21.67259075,82.94105599,7.88345838,244.58520281,Andhra Pradesh,sesamum
87.0,39.0,17.0,26.37477445,78.29824026,7.88152859,116.90344068,Assam,roundgourd
97.0,44.0,44.0,19.0050013,62.22102217,7.11173535,207.04731596,Karnataka,chholia
65.0,56.0,16.0,19.32162977,59.44025408,5.38249849,155.24327632,Karnataka,coriander
86.0,54.0,16.0,26.92305356,70.89997117,6.23033854,293.23998081,Nagaland,beans
74.0,48.0,39.0,20.30637967,57.03176922,6.11893401,250.88920468,Andhra Pradesh,kidneybeans
75.0,37.0,43.0,24.09303735,66.63637069,7.37585459,264.02543907,Haryana,colacasia
84.0,51.0,35.0,21.45895174,56.0284499,6.02856808,240.97794817,Chhattisgarh,cucumber
88.0,55.0,21.0,23.0036705,55.94985001,5.25011305,183.50132598,Tamil Nadu,garlic
84.0,53.0,24.0,23.4328222,69.25636594,6.38750098,182.28413649,Gujarat,seam
65.0,39.0,44.0,18.60638025,74.52612744,7.11776729,137.66781377,Mizoram,thinai
72.0,41.0,23.0,22.20190922,59.86606639,5.36750726,149.54987814,Punjab,arecanut
78.0,54.0,18.0,26.26949141,56.70200055,7.81663999,229.20529718,Rajasthan,raddish
89.0,38.0,21.0,26.14936626,71.77794493,7.82550846,232.29859986,Uttarakhand,peppergarbled
80.0,35.0,30.0,22.20103719,72.95646605,5.34918197,144.96131326,Goa,copra
94.0,37.0,27.0,20.82042361,74.81954455,7.34299663,158.70941005,Uttar Pradesh,rice
72.0,40.0,27.0,20.0845088,72.37848027,6.67968683,201.17353938,Sikkim,coconutseed
76.0,55.0,40.0,19.48774749,66.10949313,6.46793012,66.50797665,Himachal Pradesh,greenchilli
97.0,50.0,34.0,25.85516769,77.47342333,6.61593381,89.88266044,West Bengal,bengalgram
91.0,58.0,44.0,24.01574119,59.04954812,7.18270351,293.69613084,Rajasthan,potato
65.0,57.0,21.0,26.76755172,83.42319335,7.74447704,153.904078,Gujarat,cashewnuts
64.0,44.0,45.0,24.78705307,62.65611355,6.02457474,136.91030323,Meghalaya,colacasia
70.0,58.0,21.0,20.16580659,79.86099995,7.48048665,116.60092222,Chhattisgarh,whitepumpkin
84.0,49.0,31.0,26.25787491,68.35877802,6.65983636,151.29668344,Arunachal Pradesh,guava
98.0,59.0,41.0,19.5030795,61.78092933,5.04795927,172.34633278,Tamil Nadu,beetroot
61.0,46.0,43.0,26.47094291,69.71950771,7.2001381,226.03810911,Punjab,masurdal
84.0,35.0,36.0,23.46481183,66.91565898,5.02142684,202.41564736,Jharkhand,potato
70.0,37.0,23.0,18.79771579,59.01172751,5.90797776,259.7297542,Tamil Nadu,linseed
86.0,48.0,24.0,20.94411987,61.39797268,7.92135624,266.52592768,Kerala,amaranthus
81.0,41.0,24.0,20.42353512,63.71438088,7.6968803,141.47610038,Andhra Pradesh,coconutoil
88.0,51.0,43.0,18.59880061,76.18892498,5.58915465,89.85879297,Punjab,suvarnagadde
69.0,52.0,20.0,26.19658911,66.09209677,5.82850214,194.91059573,Meghalaya,cabbage
75.0,51.0,43.0,23.20849734,62.01374352,7.68372374,68.38240925,Uttarakhand,karamani
88.0,40.0,41.0,24.95448197,58.59215015,7.1101404,168.01090116,Arunachal Pradesh,peascod
71.0,51.0,32.0,23.83145371,83.75003209,5.83985131,168.85934978,Assam,mustardoil
70.0,41.0,45.0,21.58941492,61.40658591,7.46158021,69.36550285,Kerala,parval
82.0,53.0,36.0,26.86452017,66.22088992,7.66356162,280.58930554,Mizoram,greenchilli
88.0,38.0,43.0,18.05948299,76.64840949,7.68082203,90.5780275,Punjab,nigerseed
70.0,39.0,23.0,19.08144614,77.77566811,7.49858105,172.07132519,Tripura,sugar
76.0,39.0,39.0,23.23004649,56.8268926,5.03233203,183.89196662,Rajasthan,muskmelon
83.0,45.0,33.0,19.83549224,71.67436067,6.19239595,194.21270547,Kerala,wheat
77.0,39.0,20.0,20.9719425,77.81041893,7.27770609,275.96442664,Nagaland,soyabean
85.0,51.0,43.0,21.60609188,75.47447202,6.0825433,98.96139702,Jharkhand,maize
97.0,38.0,38.0,26.02877283,71.36059475,5.25685329,150.6412769,Jharkhand,amaranthus
65.0,52.0,17.0,25.23950147,81.22429667,7.78049558,242.30985275,Goa,drychillies
74.0,39.0,42.0,25.48921288,77.08047554,5.80163205,209.91156588,West Bengal,brokenrice
96.0,42.0,44.0,22.03316705,67.95251026,7.93959635,118.14155579,Haryana,mungbean
93.0,38.0,41.0,20.07117675,82.61115649,5.71714043,89.01456406,Meghalaya,papaya
78.0,39.0,24.0,23.33808323,75.44990808,5.83220405,169.25574626,Manipur,carrot
65.0,39.0,19.0,23.86985971,61.89500124,7.65235549,100.46921865,Uttar Pradesh,beetroot
74.0,42.0,24.0,24.229403,66.21115251,7.10539852,271.6944296,Chhattisgarh,drychillies
66.0,58.0,20.0,22.18655236,67.26131505,7.40884338,181.39652976,Punjab,brokenrice
77.0,36.0,25.0,19.89097549,64.70690479,6.39127466,243.73988136,Telangana,coconutoil
72.0,46.0,31.0,23.23350199,65.81010047,6.2075084,103.14235502,Odisha,spinach
63.0,58.0,39.0,21.60028442,59.80996885,6.13157207,91.24933529,West Bengal,coffee
88.0,49.0,38.0,19.49071235,57.28877335,5.84557928,63.84587117,Haryana,redgram
67.0,37.0,24.0,19.06067809,81.87541834,5.84151135,150.8960919,Kerala,varagu
78.0,42.0,39.0,21.27445859,64.34026433,7.05149156,158.40254581,Maharashtra,bottlegourd
79.0,60.0,25.0,26.20770851,57.07874117,5.10347492,234.36980815,Odisha,mango
74.0,57.0,33.0,25.95651581,61.88575691,5.84711884,183.71696422,Rajasthan,whitepumpkin
78.0,58.0,34.0,26.09604432,79.61506055,5.80444517,187.97584479,Goa,elephantyam
68.0,42.0,31.0,24.47683328,83.25498993,6.20341901,240.62553924,Kerala,peas
71.0,45.0,28.0,23.69613701,76.47885987,6.43505646,255.96527038,Manipur,pumpkin
81.0,48.0,44.0,23.42430431,72.86122429,5.13122376,148.85969837,Jharkhand,corrianderseed
89.0,41.0,34.0,23.081503,81.87229062,6.20253385,190.44316066,Odisha,seemebadnekai
67.0,54.0,33.0,22.9796881,78.12643773,6.79252457,99.9477003,Telangana,capsicum
64.0,46.0,17.0,19.87682918,68.86417485,5.20570766,133.28307588,Gujarat,ashgourd
74.0,41.0,42.0,18.92938434,64.61894698,7.424187,276.24313034,Mizoram,spinach
90.0,46.0,36.0,24.61084152,84.58860108,6.50450981,73.59119543,Maharashtra,onion
90.0,38.0,15.0,26.48392549,84.61928817,5.90692609,110.93264546,Manipur,snakeguard
69.0,46.0,29.0,19.7766401,74.18221991,7.38034174,204.65411322,Sikkim,greenonion
88.0,40.0,39.0,20.97937262,83.74895543,5.60801495,122.72258788,Madhya Pradesh,fieldpea
88.0,47.0,44.0,25.52691632,61.1986451,7.13207309,126.47431758,Punjab,mint
87.0,55.0,21.0,19.06099781,68.01222939,6.11536213,233.19187733,Bihar,barley
97.0,57.0,41.0,21.24258843,78.93289182,7.69227841,219.54919303,Tripura,greenpeas
88.0,50.0,32.0,23.95693982,60.71341358,5.91387585,66.57668999,Sikkim,mothbeans
90.0,53.0,27.0,21.5852506,55.09436338,7.82034718,232.13513709,Karnataka,groundnut
71.0,51.0,16.0,26.58698128,56.15395069,6.12915619,101.24091422,Tripura,fieldpea
96.0,43.0,26.0,22.38213795,64.07406071,6.98622042,93.23781331,Uttar Pradesh,tendercoconut
90.0,55.0,18.0,23.65178395,65.28695771,5.21670168,109.30561375,Uttarakhand,suvarnagadde
99.0,58.0,38.0,18.36392525,82.49594684,5.79714325,192.00591086,Odisha,tomato
95.0,58.0,17.0,18.28317385,71.39705565,6.22247722,70.40875633,Jharkhand,coffee
65.0,45.0,34.0,26.33061722,64.52211078,7.93086559,150.81510483,Haryana,rubber
63.0,48.0,35.0,18.66359984,81.14186132,6.59646648,154.21699933,Arunachal Pradesh,gingellyoil
95.0,53.0,18.0,26.96883087,70.29188178,6.33030118,191.21191198,Uttarakhand,peppergarbled
96.0,42.0,16.0,24.20319272,67.66061362,7.60343786,165.18545125,Odisha,rajgir
68.0,45.0,43.0,23.59625636,63.18051254,7.74086219,126.5910508,Gujarat,papaya
79.0,40.0,19.0,19.091509,74.99797197,5.06592457,124.37305224,Madhya Pradesh,suvarnagadde
72.0,50.0,45.0,26.36956977,83.04324321,6.65345545,212.61857791,Meghalaya,amla
78.0,58.0,35.0,25.36737317,57.98780732,6.61727446,284.99308918,Jharkhand,methileaves
68.0,58.0,45.0,25.80923515,61.56797617,7.52721834,255.39240231,Uttar Pradesh,cumbu
86.0,39.0,39.0,19.79272496,77.59594211,6.73166748,146.08225001,Andhra Pradesh,wood
85.0,37.0,34.0,22.40792129,84.6134552,5.63954281,212.66353804,West Bengal,coconutoil
85.0,47.0,29.0,20.53428866,79.25864115,6.9764233,297.49287217,Madhya Pradesh,capsicum
75.0,39.0,38.0,25.68551792,60.00904408,5.5639983,232.68363544,Mizoram,suratbeans
71.0,41.0,24.0,26.78397625,84.7248585,6.8946984,113.60796539,Rajasthan,watermelon
97.0,55.0,28.0,23.2906483,73.63407315,6.55183676,184.04814135,Chhattisgarh,wood
92.0,42.0,17.0,23.06070391,61.12181845,6.67296149,176.87625187,Haryana,sweetpumpkin
71.0,58.0,27.0,21.86437993,84.59983729,6.30214701,68.82451109,Andhra Pradesh,muskmelon
92.0,57.0,27.0,21.04008695,56.15527513,6.58386442,278.27728614,Jharkhand,ashgourd
69.0,44.0,17.0,20.14240398,77.26522977,6.52606663,65.20382278,Mizoram,tomato
67.0,43.0,15.0,24.27115885,56.62310055,6.16498876,149.66013898,Jharkhand,watermelon
63.0,56.0,43.0,25.15366366,68.14475737,6.23474802,163.05536193,Haryana,sweetpumpkin
85.0,42.0,18.0,18.18240126,65.42113643,5.6275265,195.02936207,Tripura,parval
93.0,50.0,17.0,21.44880569,84.49142614,6.71966705,239.617279,Jharkhand,cotton
79.0,43.0,16.0,24.93832182,58.3230927,6.82220597,126.56530798,Jharkhand,elephantyam
71.0,37.0,40.0,20.77739043,58.22853495,7.34237227,183.96231314,Sikkim,snakeguard
74.0,45.0,43.0,18.12805688,69.13748617,5.09578875,282.68086556,Himachal Pradesh,sugar
97.0,53.0,34.0,20.06639298,61.90275431,6.46345227,164.26001256,Mizoram,spinach
84.0,46.0,44.0,20.22577821,75.98140417,6.01997915,249.67604461,Manipur,bajra
76.0,40.0,27.0,26.17509831,66.10936219,5.87413395,229.48086904,Kerala,jowar
64.0,46.0,41.0,18.11323335,59.80286469,5.52165249,146.547057,Uttarakhand,moongdal
67.0,37.0,23.0,23.85133797,83.20370507,5.15723651,193.9637806,Chhattisgarh,bittergourd
88.0,36.0,39.0,24.27566769,75.08941031,6.82743277,105.28496762,Haryana,elephatyam
61.0,39.0,39.0,21.58748621,64.83785321,7.05021864,240.95415573,Himachal Pradesh,garlic
73.0,40.0,39.0,19.53945052,76.98662387,5.38641393,219.49790995,Sikkim,varagu
95.0,39.0,40.0,20.28071497,59.80938748,6.2336153,272.3043435,Bihar,plum
70.0,49.0,37.0,24.5845899,67.96333036,6.35113235,217.52305078,Sikkim,parval
78.0,40.0,41.0,18.48470261,63.80628593,6.7832266,295.22806615,Haryana,garlic
78.0,49.0,18.0,21.16431155,63.27632143,5.64117005,297.45361319,Chhattisgarh,roundgourd
74.0,51.0,41.0,23.71236353,70.01195724,5.99042073,146.42956505,Karnataka,amphophalus
66.0,52.0,24.0,24.72323374,78.1394589,6.42923089,155.83979439,Tripura,lemon
96.0,37.0,30.0,23.73873305,78.22405936,6.0483673,189.19431115,Andhra Pradesh,methileaves
94.0,53.0,44.0,26.58988864,77.04588938,5.61076213,122.43193503,Karnataka,cabbage
73.0,51.0,25.0,21.97912442,64.69502263,7.30844824,117.49091924,Mizoram,cabbage
96.0,36.0,34.0,22.31818497,63.68874142,5.23090406,216.2395275,Uttar Pradesh,pomegranate
84.0,42.0,44.0,19.61530358,76.91671849,7.75347957,206.37335009,Himachal Pradesh,sugar
89.0,44.0,42.0,24.69098778,83.93611926,6.4338136,104.5361586,Goa,maize
99.0,54.0,16.0,26.79273966,75.33242873,6.07167612,146.07676431,Punjab,tendercoconut
82.0,45.0,23.0,21.65722998,67.42958273,7.85603221,227.79794914,Andhra Pradesh,seam
89.0,47.0,19.0,25.10414677,65.22944484,5.08078379,84.26738136,Madhya Pradesh,cucumber
69.0,36.0,17.0,18.99243472,66.15369212,5.41524827,264.88178341,Tamil Nadu,sugar
94.0,47.0,31.0,26.46887524,58.4006551,5.73637975,238.35614782,Goa,tapioca
72.0,56.0,44.0,18.84064351,64.73927378,5.9369435,116.73044572,Assam,pumpkin
87.0,52.0,36.0,18.84991328,74.1526526,5.8580223,124.89317658,Meghalaya,mint
73.0,55.0,17.0,24.29709102,80.54851152,7.18030963,235.86373045,Andhra Pradesh,moathdal
98.0,53.0,28.0,23.439444,84.47077546,6.22619555,138.98105618,Jharkhand,karamani
91.0,54.0,26.0,20.82901856,71.51579553,6.63522474,82.60594125,Tripura,horsegram
89.0,42.0,19.0,25.47274546,72.92146587,7.9532136,158.63778667,Chhattisgarh,coconutseed
74.0,39.0,42.0,22.32290577,76.93803331,7.66140126,251.04283476,Odisha,spongegourd
78.0,40.0,31.0,25.10016501,67.04974219,7.39586119,279.58436033,Bihar,pumpkin
75.0,39.0,26.0,20.96932636,69.49378168,5.27386205,79.7093165,Goa,cumbu
83.0,52.0,37.0,25.50356259,56.47852958,5.14699858,225.48831049,Kerala,thinai
95.0,50.0,16.0,19.50493895,61.69487068,6.3129797,288.72477357,Telangana,lentil
97.0,42.0,30.0,22.99270489,57.05345303,5.84254695,152.35529662,Assam,redgram
79.0,45.0,18.0,20.06574378,83.18783018,6.46219419,160.65338967,Assam,sweetlime
81.0,35.0,29.0,23.82813729,79.2054495,7.23601869,104.79637404,Odisha,coriander
88.0,53.0,17.0,24.30194451,83.46506834,5.73467428,183.26048184,Telangana,greenchilli
91.0,51.0,39.0,26.97275507,56.21944915,7.67819661,61.93166176,Telangana,onion
65.0,51.0,39.0,18.42275311,64.14281702,6.63961759,288.65452391,Nagaland,redgram
63.0,42.0,36.0,23.9186993,83.34710635,5.72275198,127.30815644,Bihar,ridgegourd
66.0,36.0,36.0,22.73031557,55.17404068,6.69370297,196.65110648,Maharashtra,soyabean
74.0,39.0,24.0,18.69054859,83.26875294,5.33586608,198.25484854,Maharashtra,tobacco
97.0,59.0,44.0,25.10042601,72.5123231,5.88465915,107.89524071,Karnataka,jowar
75.0,59.0,24.0,26.58588113,67.22959978,7.03239498,75.82597049,Arunachal Pradesh,peppergarbled
79.0,49.0,18.0,21.20495274,75.9757226,7.14602517,296.72864008,Gujarat,littlegourd
78.0,50.0,31.0,23.75578989,81.96655735,5.04271555,222.00276307,West Bengal,methileaves
64.0,48.0,28.0,20.29268952,63.35017379,6.61965167,108.11436619,Telangana,wheatatta
84.0,35.0,16.0,23.05708929,66.79994301,6.53434028,137.53509746,Chhattisgarh,mustard
69.0,50.0,15.0,20.55779637,64.46528418,5.22108779,216.06551346,West Bengal,roundgourd
62.0,41.0,44.0,20.19425038,78.01230222,7.88331664,185.23407217,Manipur,ginger
91.0,57.0,21.0,25.03095566,74.4270014,6.51570822,242.89290814,Odisha,greenbanana
74.0,41.0,32.0,26.55473517,58.74403444,7.93213021,148.15017905,Manipur,jaggery
84.0,48.0,44.0,26.59530344,64.99420061,7.52013096,162.83430735,Tamil Nadu,tendercoconut
77.0,46.0,23.0,26.93690513,60.50260333,7.49643097,117.79427928,Chhattisgarh,onion
76.0,40.0,40.0,18.01520217,82.57523355,7.84002816,202.97117123,Kerala,beans
90.0,53.0,39.0,22.12751569,73.62666266,7.84079328,255.70130425,Telangana,greenbanana
69.0,52.0,43.0,19.05749582,76.16623248,5.47701464,141.23603372,Assam,corrianderseed
60.0,43.0,17.0,18.35143231,67.70625267,5.55573187,276.93394362,Maharashtra,longmelon
64.0,45.0,30.0,22.61261579,78.82948227,5.71113605,86.62439499,Madhya Pradesh,cowpea
71.0,39.0,24.0,18.83873883,68.43712484,5.57561338,241.28372295,Jharkhand,drychillies
72.0,58.0,29.0,23.22447639,73.10084472,6.24054175,204.97330258,Chhattisgarh,orange
93.0,57.0,41.0,26.74081982,76.6982849,5.10895219,218.85856675,Mizoram,wheat
83.0,42.0,38.0,26.45086268,65.58244793,7.10558645,231.39786255,Assam,bajra
60.0,56.0,37.0,23.74981763,56.16126748,6.55804951,280.24209799,Assam,rice
82.0,36.0,27.0,18.75495577,61.97162784,6.93082125,178.85215547,Rajasthan,jaggery
76.0,48.0,43.0,24.86183806,73.07437179,6.60158981,196.56015398,Tamil Nadu,mustardoil
87.0,51.0,37.0,21.98073785,70.35866519,6.83195489,233.74406291,Tripura,tobacco
62.0,38.0,44.0,26.72650738,69.72462148,5.50696798,263.10476744,West Bengal,wheatatta
76.0,37.0,28.0,20.21706753,60.2402673,7.6982744,79.75370712,Mizoram,pineapple
65.0,41.0,35.0,19.15054894,56.0919812,5.7080187,198.99554456,Himachal Pradesh,tinda
92.0,41.0,34.0,18.4980629,77.08860541,6.69628332,209.26573418,West Bengal,beetroot
92.0,58.0,36.0,21.55841584,62.18789201,7.53162909,197.14366818,Manipur,blackpepper
65.0,44.0,44.0,23.28313186,56.07746847,7.13673709,203.67814533,Tripura,chillycapsicum
94.0,45.0,20.0,23.49344315,77.08910574,5.80511446,188.44866678,Haryana,beans
91.0,50.0,24.0,19.83491512,58.04350824,7.31278093,84.78385711,Gujarat,mustardoil
90.0,52.0,32.0,25.34641571,78.88235484,7.0869351,63.02283407,Punjab,spinach
85.0,35.0,40.0,24.24114524,69.53933695,6.37029302,80.8121891,Madhya Pradesh,sweetpotato
75.0,50.0,42.0,24.82100406,74.10214962,6.07238153,150.68983817,Sikkim,linseed
69.0,41.0,34.0,23.67495334,73.37575414,7.08178762,280.28866099,Goa,cabbage
64.0,57.0,25.0,18.87417086,83.96093288,7.83888547,231.52064914,Goa,tamarindfruit
89.0,58.0,39.0,21.79883415,55.44127344,6.92896076,206.16929555,Uttarakhand,lemon
73.0,50.0,44.0,18.04397474,79.426512,6.92736246,260.27874645,Punjab,spinach
96.0,45.0,35.0,20.78008775,56.98720701,5.86758803,250.62659487,Meghalaya,copra
77.0,40.0,25.0,18.28479702,67.61385221,5.75292492,222.39465173,Madhya Pradesh,peas
76.0,44.0,27.0,26.94215016,59.93190691,7.00482939,283.17950992,Uttarakhand,moongdal
81.0,35.0,18.0,26.81254163,81.22078915,6.36824754,85.95566927,Madhya Pradesh,greenchilli
75.0,46.0,40.0,25.35757613,57.22835062,7.4467562,112.08268653,Bihar,jute
61.0,58.0,29.0,26.29589488,78.34978077,7.48998217,194.63256969,Kerala,suratbeans
98.0,38.0,42.0,23.63887976,63.44669253,7.8984789,222.18072984,Maharashtra,kidneybeans
100.0,58.0,21.0,23.39731862,83.90859566,6.77598246,299.58965927,Rajasthan,amaranthus
71.0,57.0,41.0,25.42589159,65.41026498,5.996309,147.15013078,Goa,rubber
98.0,59.0,38.0,20.56350593,59.31668691,5.60047639,106.78000475,Goa,sweetlime
75.0,41.0,33.0,19.66916383,74.79582817,5.35474636,172.89393956,Madhya Pradesh,drumstick
93.0,50.0,28.0,18.38941712,83.54666203,7.5769536,129.09924962,Uttar Pradesh,brinjal
90.0,59.0,35.0,26.913684,79.48985597,7.02332873,78.29493229,Meghalaya,sapota
76.0,55.0,25.0,19.19596978,69.60350518,7.25309435,106.9008616,Kerala,suratbeans
89.0,52.0,16.0,25.77081956,67.23699845,5.18216354,259.40690123,Kerala,knoolkhol
67.0,58.0,21.0,26.37820261,70.69842563,5.72549462,140.78184467,Karnataka,lentil
69.0,51.0,26.0,22.08392826,68.45171564,7.7631119,80.73809102,Sikkim,greenpeas
68.0,38.0,28.0,20.87144309,73.49173968,7.51804851,136.24818188,Punjab,mango
71.0,40.0,27.0,19.98860178,83.19931096,6.00765293,227.46814698,Kerala,guava
61.0,43.0,43.0,19.75283616,76.99904638,5.91868985,99.64516077,Meghalaya,rice
72.0,46.0,27.0,24.76936129,81.94405028,6.63402858,196.34639298,Chhattisgarh,coconut
68.0,51.0,41.0,25.22673123,80.31382227,5.10643349,183.00616706,Uttar Pradesh,turnip
78.0,36.0,41.0,24.4625188,78.23580093,7.00946786,201.59897558,Meghalaya,pomegranate
68.0,36.0,15.0,20.99932048,81.88352978,6.1229949,284.7694048,Goa,pigeonpea
84.0,55.0,36.0,19.67265878,79.42514445,5.09446056,290.65876498,Mizoram,thinai
60.0,46.0,41.0,18.13195629,68.00913245,5.69543354,116.44676583,Sikkim,pigeonpea
95.0,60.0,26.0,23.20652263,78.57588654,7.13189499,260.3030113,Odisha,amla
71.0,42.0,41.0,25.47267941,77.19834091,5.83544267,122.96266708,West Bengal,ridgegourd
67.0,47.0,26.0,24.95072132,77.02212461,5.51749366,155.99448676,Chhattisgarh,bittergourd
65.0,56.0,22.0,20.19415754,68.45938377,5.55315078,152.70069411,Himachal Pradesh,coconutoil
72.0,52.0,37.0,22.22247426,68.72804755,5.48490136,254.50490686,Chhattisgarh,dusterbeans
82.0,52.0,22.0,21.76629213,84.50599708,5.02443269,153.84698059,Tamil Nadu,orange
81.0,43.0,30.0,20.87446683,67.53107822,6.25859128,293.07834635,Odisha,maize
75.0,56.0,25.0,22.03651176,82.14350193,6.74098124,264.8230163,Jharkhand,pomegranate
90.0,35.0,44.0,19.58473754,74.12556892,7.53254738,291.33315719,West Bengal,tinda
90.0,55.0,34.0,25.86162302,82.67200872,7.09271993,191.90122279,Punjab,watermelon
93.0,38.0,39.0,21.31512763,74.26202781,6.39775027,142.97183257,Haryana,kinnow
97.0,41.0,38.0,26.45806477,74.60779947,6.33661447,150.33511497,Andhra Pradesh,barley
63.0,59.0,27.0,18.90938203,70.10927227,7.69330823,205.28112029,Nagaland,lentil
67.0,39.0,18.0,21.68814363,78.39600605,6.40300794,80.33969415,Madhya Pradesh,castorseed
70.0,36.0,28.0,22.39210096,75.06277932,6.27632988,165.44283455,Madhya Pradesh,roundgourd
89.0,42.0,35.0,23.38970612,79.21710412,6.44122113,283.86844498,Karnataka,coriander
66.0,43.0,40.0,20.41702111,83.10493173,5.66510124,229.25199052,Uttar Pradesh,raddish
96.0,56.0,35.0,25.0161532,61.1390919,7.48695672,201.00395845,Manipur,littlegourd
87.0,39.0,41.0,22.67282746,81.20892055,5.11014483,289.23803256,Meghalaya,kidneybeans
80.0,56.0,28.0,22.79783974,61.56424353,5.42637287,236.40563972,Gujarat,apple
94.0,41.0,42.0,25.73048773,56.83572281,5.7938734,93.82925626,West Bengal,colacasia
84.0,49.0,19.0,24.66402451,58.61986388,7.89719653,235.25191718,Nagaland,betalleaves
64.0,51.0,27.0,19.29388442,76.12059307,6.65156088,202.48020024,Tripura,wheatatta
71.0,40.0,22.0,21.21220516,60.2600811,5.23947176,152.19155778,Sikkim,colacasia
81.0,57.0,37.0,18.93913721,63.54362061,5.1078198,142.46018366,Tamil Nadu,taramira
77.0,36.0,33.0,23.30428725,68.39770832,5.08514459,159.05011391,Telangana,wood
90.0,47.0,21.0,20.22490394,68.37892478,5.63672283,208.23896969,Madhya Pradesh,groundnutseed
99.0,59.0,35.0,21.65465402,69.56356893,7.44963003,89.38613901,Punjab,bajra
90.0,39.0,18.0,24.59723418,55.39296257,7.90155197,273.45668389,Telangana,arecanut
79.0,35.0,16.0,23.41180694,69.96074045,6.13233587,133.27613636,Himachal Pradesh,cowpea
77.0,51.0,29.0,25.29051683,75.65756075,6.60829803,142.96625115,Tamil Nadu,whitepumpkin
65.0,54.0,26.0,24.38891491,67.67313329,7.67029115,103.8770765,Arunachal Pradesh,turnip
93.0,59.0,39.0,21.93495736,66.07074473,7.68725672,231.99716912,Himachal Pradesh,rice
87.0,35.0,43.0,21.48980186,84.40291741,5.31192749,170.74687733,Tamil Nadu,thinai
94.0,49.0,25.0,24.08159509,55.63475728,6.85103764,161.08325209,Haryana,redgram
71.0,40.0,20.0,20.47973412,75.32799793,6.14903936,293.21154655,Andhra Pradesh,corrianderseed
97.0,59.0,28.0,22.29189039,58.06870031,7.08019947,168.95630809,Tripura,ashgourd
98.0,55.0,30.0,24.46217226,58.18037635,6.56493044,207.49122253,Haryana,methileaves
79.0,44.0,38.0,18.83282128,80.18611056,5.84468303,284.97453667,Meghalaya,guava
90.0,54.0,32.0,18.52567551,63.23922989,5.81961589,95.96254204,Tamil Nadu,drumstick
88.0,51.0,22.0,22.06771887,62.39598759,5.46774677,272.65279302,Andhra Pradesh,corrianderseed
80.0,45.0,22.0,25.85287904,78.32337439,6.76047157,267.91109727,Nagaland,sugar
91.0,47.0,32.0,20.33627265,76.3081,7.08126674,176.93800649,Jharkhand,coffee
83.0,51.0,27.0,24.74453173,81.95801648,5.13292328,67.20319426,Nagaland,lemon
65.0,49.0,25.0,26.64382274,79.72401237,6.80096668,60.53562391,Assam,seemebadnekai
94.0,51.0,26.0,23.10675511,83.42097149,5.47457015,62.17042429,Andhra Pradesh,peppergarbled
65.0,49.0,37.0,24.6894186,65.2066519,7.17709428,73.04769107,Tamil Nadu,sweetpumpkin
65.0,41.0,37.0,19.12922772,80.40617558,5.6979392,279.60481093,Maharashtra,jute
91.0,53.0,35.0,20.63166183,74.2191856,5.98810187,265.48507743,Jharkhand,pigeonpea
62.0,38.0,16.0,26.06563264,56.43425826,6.32196509,174.1192736,Madhya Pradesh,leafyvegetable
